,Name,Year,Power,Seats,Car_Age,Kilometers_Driven
4926,Chevrolet Cruze LTZ AT,2016,163.7,5.0,8,67774
4927,Mercedes-Benz E-Class E 200 CGI,2013,181.03,5.0,11,50319
4928,Hyundai Sonata 2.4 GDI,2013,134.0,5.0,11,45000
4929,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,186.0,5.0,17,43627
4930,Volkswagen Polo Diesel Trendline 1.2L,2013,73.9,5.0,11,45000
4931,Honda City i VTEC SV,2014,117.3,5.0,10,10500
4932,Maruti Vitara Brezza ZDi,2017,88.5,5.0,7,21789
4933,Hyundai Elite i20 Asta Option,2019,81.86,5.0,5,21134
4934,Tata New Safari Dicor EX 4X2,2011,138.1,7.0,13,90000
4935,Nissan Sunny 2011-2014 Diesel XL,2014,84.8,5.0,10,51553
4936,BMW 3 Series 330 Ci Convertible,2011,215.0,5.0,13,31000
4937,Toyota Corolla 1.8 J,2011,138.0,5.0,13,67422
4938,Hyundai Verna 1.6 SX,2015,126.32,5.0,9,60519
4939,Maruti Swift Dzire VDi,2009,73.9,5.0,15,34000
4940,Maruti Dzire VDI,2013,73.75,5.0,11,68434
4941,Maruti Alto K10 VXI,2014,67.1,5.0,10,17000
4942,Jaguar XJ 5.0 L V8 Supercharged,2011,503.0,4.0,13,43686
4943,Mercedes-Benz New C-Class 220 CDI AT,2012,170.0,5.0,12,22000
4944,Hyundai Verna CRDi 1.6 SX Option,2013,126.2,5.0,11,79225
4945,Chevrolet Aveo 1.6 LT,2007,102.0,5.0,17,63000
4946,Maruti Swift VXI BSIV,2014,81.8,5.0,10,61922
4947,Hyundai Verna 1.6 CRDi S,2015,126.2,5.0,9,85000
4948,Mercedes-Benz GLC 220d Celebration Edition,2017,168.0,5.0,7,26192
4949,Toyota Fortuner 4x2 Manual,2013,168.5,7.0,11,65000
4950,Audi Q5 2008-2012 2.0 TDI,2014,167.6,5.0,10,44999
4951,BMW 3 Series 320d Dynamic,2008,170.0,5.0,16,81308
4952,Maruti Alto 800 2016-2019 LXI,2016,47.3,5.0,8,35000
4953,Maruti Alto K10 2010-2014 VXI,2012,67.1,5.0,12,65349
4954,Audi A4 1.8 TFSI Technology Edition,2012,167.62,5.0,12,80000
4955,Maruti Swift VXi BSIV,2012,85.0,5.0,12,61000
4956,Maruti Wagon R VXI,2019,67.04,5.0,5,31817
4957,Skoda Rapid 1.5 TDI Ambition,2016,103.52,5.0,8,41000
4958,Honda Jazz S,2010,90.0,5.0,14,82606
4959,Mahindra XUV500 W10 2WD,2015,140.0,7.0,9,52000
4960,Maruti Ritz VXi,2011,85.8,5.0,13,50318
4961,Mercedes-Benz GLE 250d,2016,201.15,5.0,8,50000
4962,Skoda Rapid 1.6 TDI Ambition,2012,103.5,5.0,12,72000
4963,Hyundai Grand i10 CRDi Magna,2015,70.0,5.0,9,63776
4964,Hyundai Elite i20 Petrol Asta,2015,81.86,5.0,9,28133
4965,Tata Zest Quadrajet 1.3 75PS XE,2017,74.0,5.0,7,45000
4966,Hyundai i20 Magna 1.4 CRDi,2015,88.73,5.0,9,55697
4967,Skoda Rapid 1.6 TDI Elegance,2012,103.5,5.0,12,62000
4968,Fiat Linea Emotion,2011,90.0,5.0,13,48000
4969,Maruti Swift VXI BSIII W/ ABS,2010,88.2,5.0,14,90246
4970,Tata Indica V2 2001-2011 eLS,2015,69.0,5.0,9,80500
4971,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2012,170.0,5.0,12,119000
4972,Mercedes-Benz GLE 350d,2016,254.79,5.0,8,28541
4973,Honda City V MT AVN,2012,116.3,5.0,12,41000
4974,Hyundai i20 Magna,2010,80.0,5.0,14,58000
4975,Toyota Fortuner 4x2 Manual,2015,168.5,7.0,9,99000
4976,Hyundai Grand i10 Magna,2014,82.0,5.0,10,31200
4977,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2009,105.0,5.0,15,85000
4978,Ford EcoSport 1.5 Ti VCT AT Titanium,2016,110.4,5.0,8,60924
4979,Hyundai EON Magna Plus,2012,55.2,5.0,12,45000
4980,Nissan Micra XV CVT,2011,75.94,5.0,13,44000
4981,Honda Jazz 1.2 V CVT i VTEC,2016,88.7,5.0,8,30534
4982,Volkswagen Polo 1.2 MPI Trendline,2016,74.0,5.0,8,46399
4983,Maruti Alto LXi,2008,46.3,5.0,16,42000
4984,Hyundai Verna 1.6 SX,2011,126.32,5.0,13,67000
4985,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,170.0,5.0,11,58000
4986,Tata Zest Revotron 1.2 XT,2015,88.7,5.0,9,27000
4987,Honda Brio S Option MT,2012,86.8,5.0,12,39566
4988,Honda Jazz VX Diesel,2016,98.6,5.0,8,14980
4989,Maruti Alto K10 VXI AGS,2017,67.1,5.0,7,18491
4990,Maruti Zen VXi - BS III,2000,60.0,5.0,24,90000
4991,Hyundai i20 Sportz 1.4 CRDi,2015,88.73,5.0,9,118211
4992,Maruti SX4 S Cross DDiS 320 Zeta,2016,118.0,5.0,8,63316
4993,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2014,203.0,5.0,10,42000
4994,Chevrolet Enjoy Petrol LS 7 Seater,2015,98.82,7.0,9,25648
4995,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2011,203.0,5.0,13,67612
4996,Mahindra XUV500 W4,2016,140.0,7.0,8,33000
4997,Hyundai i10 Sportz,2015,78.9,5.0,9,20000
4998,Hyundai Getz 1.3 GLS,2007,82.9,5.0,17,143000
4999,Audi Q7 3.0 TDI quattro,2014,241.4,7.0,10,118218
5000,Mahindra Scorpio SLE BSIV,2012,120.0,8.0,12,99000
5001,Honda Jazz 1.2 SV i VTEC,2016,88.7,5.0,8,22700
5002,Tata Safari Storme 2012-2015 EX,2017,138.1,7.0,7,28000
5003,Mahindra XUV500 W6 2WD,2014,140.0,7.0,10,62000
5004,Volkswagen Polo Diesel Comfortline 1.2L,2012,73.9,5.0,12,107023
5005,Maruti Swift Dzire ZDi,2012,73.9,5.0,12,71082
5006,Audi Q3 2.0 TDI,2013,174.33,5.0,11,60000
5007,Maruti Celerio ZXI,2014,67.04,5.0,10,21701
5008,Honda City V MT Exclusive,2011,116.3,5.0,13,56000
5009,Hyundai i20 1.2 Spotz,2016,81.83,5.0,8,32450
5010,Renault KWID RXT,2016,53.3,5.0,8,12500
5011,Mercedes-Benz CLA 200 CDI Sport,2019,136.0,5.0,5,20483
5012,Ford Ecosport 1.5 DV5 MT Titanium,2014,89.84,5.0,10,45800
5013,Hyundai i20 Asta 1.2,2015,81.83,5.0,9,35441
5014,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,100.6,7.0,9,86398
5015,Nissan Sunny 2011-2014 Diesel XL,2012,84.8,5.0,12,150000
5016,Maruti Swift VDI BSIV,2014,74.0,5.0,10,89000
5017,Maruti A-Star Vxi,2010,66.1,5.0,14,68375
5018,Maruti Swift ZXI,2013,85.8,5.0,11,52000
5019,Mercedes-Benz CLA 200 CDI Sport,2017,136.0,5.0,7,39000
5020,Maruti Ertiga ZXI,2014,93.7,7.0,10,68000
5021,Maruti Wagon R LXI,2007,67.1,5.0,17,71000
5022,Volkswagen Polo Diesel Trendline 1.2L,2012,73.9,5.0,12,72003
5023,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,89.84,5.0,10,135670
5024,Honda City i DTEC VX,2017,98.6,5.0,7,65850
5025,Toyota Corolla Altis 1.8 GL,2015,138.03,5.0,9,53920
5026,Mahindra XUV500 W8 2WD,2014,140.0,7.0,10,58000
5027,Maruti Alto 800 2016-2019 VXI,2016,47.3,5.0,8,4000
5028,BMW 5 Series 530d M Sport,2010,265.0,5.0,14,58000
5029,Hyundai EON D Lite Plus,2016,55.2,5.0,8,29832
5030,Maruti Swift Dzire VDI,2016,74.0,5.0,8,71156
5031,Audi A4 2.0 TDI,2011,147.51,5.0,13,54000
5032,Skoda Superb Elegance 1.8 TSI AT,2009,157.75,5.0,15,75000
5033,Tata Zest Revotron 1.2T XM,2015,88.7,5.0,9,39208
5034,Force One LX ABS 7 Seating,2014,139.07,7.0,10,41000
5035,Honda City i-VTEC VX,2013,117.3,5.0,11,38622
5036,Nissan Sunny 2011-2014 XV,2016,97.7,5.0,8,18000
5037,Maruti Swift 1.3 LXI,2012,74.0,5.0,12,52000
5038,Volkswagen Vento Petrol Highline AT,2011,103.6,5.0,13,45000
5039,Hyundai Verna 1.6 SX VTVT AT,2014,121.3,5.0,10,48656
5040,Hyundai Verna CRDi 1.6 AT SX Plus,2012,126.2,5.0,12,79000
5041,Audi A4 2.0 TDI Multitronic,2012,140.0,5.0,12,88000
5042,Maruti SX4 Vxi BSIV,2009,103.3,5.0,15,92000
5043,Ford Endeavour 2.2 Titanium AT 4X2,2019,158.0,7.0,5,9000
5044,Maruti Swift LXI BSIV,2008,83.11,5.0,16,50121
5045,Hyundai Grand i10 CRDi Magna,2014,70.0,5.0,10,79000
5046,Volkswagen Polo 1.5 TDI Highline,2014,88.8,5.0,10,46000
5047,Mercedes-Benz E-Class 230,2012,157.7,5.0,12,100000
5048,Hyundai i20 Asta 1.2,2015,81.83,5.0,9,41000
5049,Maruti Alto K10 VXI AGS,2015,67.1,5.0,9,25000
5050,Maruti Ertiga VDI,2014,88.76,7.0,10,71899
5051,Maruti Celerio VXI AT,2016,67.04,5.0,8,7100
5052,Renault KWID Climber 1.0 AMT,2018,67.0,5.0,6,38171
5053,Mahindra Scorpio SLE BSIV,2013,120.0,8.0,11,70359
5054,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,102.0,7.0,13,200000
5055,Volkswagen Polo Diesel Highline 1.2L,2017,73.9,5.0,7,26969
5056,Ford Figo Diesel ZXI,2011,68.0,5.0,13,56500
5057,Nissan Terrano XL Plus 85 PS,2014,83.8,5.0,10,40000
5058,Force One LX 4x4,2014,139.01,7.0,10,41000
5059,Renault KWID 1.0 RXT Optional AMT,2017,67.0,5.0,7,53105
5060,Skoda Rapid 1.5 TDI Elegance,2013,103.52,5.0,11,23000
5061,Mahindra XUV500 AT W10 FWD,2016,140.0,7.0,8,80999
5062,Ford Figo Diesel Titanium,2012,68.05,5.0,12,82000
5063,Mahindra Bolero ZLX,2017,62.1,7.0,7,68557
5064,Volkswagen Vento 1.5 TDI Highline,2016,108.5,5.0,8,34000
5065,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2015,100.0,8.0,9,77000
5066,Mahindra XUV500 W8 2WD,2012,140.0,7.0,12,48000
5067,Ford Ecosport 1.5 Ti VCT MT Titanium,2015,110.0,5.0,9,28232
5068,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,2011,138.1,5.0,13,110000
5069,Tata New Safari DICOR 2.2 VX 4x4,2009,138.0,7.0,15,120000
5070,BMW 3 Series 330d Convertible,2013,245.0,4.0,11,49000
5071,Volkswagen Polo 1.2 MPI Highline,2014,74.0,5.0,10,22000
5072,Hyundai i20 Magna Optional 1.2,2015,82.9,5.0,9,14925
5073,Maruti Ertiga ZDI,2013,88.8,7.0,11,75000
5074,Honda City i VTEC V,2015,117.3,5.0,9,23000
5075,Honda City 1.5 S MT,2014,118.0,5.0,10,57000
5076,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2013,138.03,5.0,11,76718
5077,Honda Amaze VX i-DTEC,2016,98.6,5.0,8,138000
5078,Mahindra XUV500 W8 2WD,2013,140.0,7.0,11,140000
5079,Toyota Corolla Altis VL,2008,138.1,5.0,16,110000
5080,BMW 3 Series 320d,2012,190.0,5.0,12,73000
5081,Ford EcoSport 1.5 Diesel Trend,2017,98.96,5.0,7,63423
5082,Hyundai i20 Asta Optional with Sunroof 1.2,2013,82.85,5.0,11,62132
5083,Honda City 1.5 S AT,2013,118.0,5.0,11,51000
5084,Maruti Ritz VDI (ABS) BS IV,2015,73.94,5.0,9,75000
5085,Hyundai i10 Era 1.1,2008,68.05,5.0,16,55410
5086,Chevrolet Sail 1.2 LS,2015,82.4,5.0,9,41000
5087,Hyundai Verna 1.6 SX CRDi (O),2012,126.32,5.0,12,45000
5088,Hyundai Creta 1.6 SX Option,2018,121.3,5.0,6,53322
5089,Chevrolet Sail 1.2 LS,2013,82.4,5.0,11,48000
5090,Audi Q5 2.0 TDI,2013,174.3,5.0,11,72000
5091,Honda City 1.5 V MT Exclusive,2013,118.0,5.0,11,50266
5092,Ford EcoSport 1.5 Petrol Titanium,2017,121.36,5.0,7,21800
5093,Audi Q7 3.0 TDI Quattro Premium Plus,2014,241.4,7.0,10,45000
5094,Hyundai i10 Magna 1.2,2010,78.9,5.0,14,62000
5095,Hyundai i20 1.2 Asta,2014,80.0,5.0,10,41681
5096,Maruti Swift Dzire 1.2 Vxi BSIV,2011,85.8,5.0,13,69313
5097,Tata Indica V2 eLX,2017,69.0,5.0,7,49000
5098,BMW 5 Series 2010-2013 530d,2012,235.0,5.0,12,40471
5099,Maruti Swift VDI,2013,74.0,5.0,11,60000
5100,Ford Freestyle Titanium Plus Petrol,2018,94.68,5.0,6,1001
5101,Hyundai Verna XXi ABS (Petrol),2008,103.2,5.0,16,38000
5102,BMW 3 Series 320d Highline,2008,181.0,5.0,16,66000
5103,Toyota Innova 2.5 G4 Diesel 8-seater,2017,102.0,8.0,7,33901
5104,Mercedes-Benz New C-Class C 250 CDI Elegance,2011,204.0,5.0,13,57000
5105,Hyundai Elantra 1.6 SX,2013,126.2,5.0,11,170000
5106,Maruti Ritz ZDi,2014,73.94,5.0,10,60000
5107,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,88.5,5.0,8,85000
5108,Hyundai Xcent 1.2 Kappa S,2016,82.0,5.0,8,146000
5109,Honda City i DTEC V,2014,98.6,5.0,10,56002
5110,Renault KWID RXT,2016,53.3,5.0,8,8554
5111,Toyota Etios Cross 1.4L VD,2014,67.06,5.0,10,62322
5112,Maruti Alto K10 VXI,2015,67.1,5.0,9,37929
5113,Tata Tiago 1.2 Revotron XM Option,2016,84.0,5.0,8,5400
5114,Hyundai i20 1.4 CRDi Magna,2013,90.0,5.0,11,60000
5115,Audi A4 2.0 TDI,2014,147.51,5.0,10,55730
5116,Maruti Swift VDI,2015,74.0,5.0,9,62000
5117,Volkswagen Ameo 1.2 MPI Highline,2017,73.75,5.0,7,14576
5118,Honda BRV i-VTEC V CVT,2017,117.3,7.0,7,17000
5119,Hyundai i20 Asta,2009,80.0,5.0,15,28000
5120,Hyundai Santa Fe 4X4,2012,194.3,7.0,12,58200
5121,Honda City 1.5 GXI,2002,74.0,5.0,22,53000
5122,Maruti Celerio ZXI Optional AMT,2018,67.04,5.0,6,12278
5123,Hyundai Creta 1.6 SX,2018,121.3,5.0,6,17665
5124,Tata Indica V2 DL BSIII,2004,52.8,5.0,20,200000
5125,Volkswagen Vento Petrol Highline,2011,103.6,5.0,13,55893
5126,Maruti Celerio VXI,2015,67.04,5.0,9,60586
5127,Mercedes-Benz CLA 200 D Sport Edition,2015,136.0,5.0,9,13500
5128,Maruti Alto 800 LXI,2017,47.3,5.0,7,30000
5129,Ford Endeavour 3.2 Titanium AT 4X4,2018,197.0,7.0,6,12000
5130,Tata Zest Revotron 1.2T XE,2017,88.7,5.0,7,65000
5131,Volkswagen Vento 1.6 Comfortline,2014,103.5,5.0,10,38000
5132,Maruti Ertiga ZXI,2012,91.1,7.0,12,25000
5133,Mercedes-Benz M-Class ML 350 CDI Corporate,2011,224.0,5.0,13,100000
5134,Volkswagen Polo 1.2 MPI Highline,2014,74.0,5.0,10,13710
5135,Toyota Fortuner 4x2 AT,2015,168.5,7.0,9,100000
5136,Maruti Celerio VXI,2017,67.04,5.0,7,17000
5137,BMW 3 Series 320d Corporate Edition,2008,181.0,4.0,16,89000
5138,Honda City ZX VTEC,2006,100.0,5.0,18,100173
5139,Mitsubishi Cedia Sports,2009,114.0,5.0,15,97000
5140,Renault Pulse Petrol RxL,2016,74.93,5.0,8,40190
5141,Volkswagen Polo 1.5 TDI Highline,2016,88.0,5.0,8,29647
5142,Maruti Baleno RS Petrol,2018,100.0,5.0,6,43639
5143,Hyundai i10 Magna,2012,78.9,5.0,12,37333
5144,Hyundai i20 1.2 Spotz,2018,81.83,5.0,6,48407
5145,BMW Z4 2009-2013 35i,2011,306.0,2.0,13,25000
5146,Hyundai i10 Sportz 1.2,2010,78.9,5.0,14,72400
5147,Mini Cooper S Carbon Edition,2012,181.0,4.0,12,18000
5148,Honda Brio V MT,2012,86.8,5.0,12,65167
5149,Maruti Ciaz ZXi Option,2016,91.2,5.0,8,25418
5150,Maruti Swift Dzire ZDi,2013,73.9,5.0,11,38995
5151,Volkswagen Polo Diesel Comfortline 1.2L,2012,73.9,5.0,12,60000
5152,BMW X1 sDrive20d,2011,184.0,5.0,13,72000
5153,Audi Q7 3.0 TDI Quattro Premium Plus,2016,241.4,7.0,8,31075
5154,Ford Figo 1.5D Trend MT,2015,99.0,5.0,9,4311
5155,BMW 3 Series Luxury Line,2017,190.0,5.0,7,21000
5156,Mercedes-Benz M-Class ML 350 CDI Corporate,2011,224.0,5.0,13,54000
5157,Maruti Wagon R LX BSIII,2007,64.0,5.0,17,50000
5158,Maruti Baleno Zeta 1.2,2018,83.1,5.0,6,13000
5159,Maruti Dzire VXI,2013,81.8,5.0,11,74000
5160,Chevrolet Aveo U-VA 1.2 LT,2009,76.0,5.0,15,75000
5161,Volkswagen Polo 1.5 TDI Highline,2017,88.0,5.0,7,25000
5162,Land Rover Freelander 2 TD4 SE,2012,115.0,5.0,12,139000
5163,Audi Q5 30 TDI quattro Premium,2015,174.3,5.0,9,52000
5164,Audi A6 35 TDI Matrix,2015,187.74,5.0,9,20000
5165,Hyundai Grand i10 1.2 CRDi Sportz,2018,73.97,5.0,6,32663
5166,Mahindra Scorpio SLE BSIV,2012,120.0,8.0,12,76777
5167,Tata Bolt Quadrajet XE,2016,74.0,5.0,8,100303
5168,Hyundai EON Era Plus,2015,55.2,5.0,9,43993
5169,Mahindra Scorpio S8 8 Seater,2016,120.0,8.0,8,72118
5170,Honda Accord 2001-2003 2.0 AT,2010,142.0,5.0,14,83000
5171,Volkswagen Polo 1.2 MPI Highline,2016,74.0,5.0,8,7523
5172,Maruti Eeco 7 Seater Standard,2014,73.0,7.0,10,34670
5173,Hyundai Grand i10 CRDi Sportz,2016,70.0,5.0,8,30000
5174,Ford Endeavour 3.2 Titanium AT 4X4,2017,197.0,7.0,7,17000
5175,Hyundai Grand i10 1.2 CRDi Sportz,2015,73.97,5.0,9,59261
5176,Maruti Swift VDI,2016,74.0,5.0,8,65210
5177,Hyundai i20 1.2 Asta Option,2016,81.83,5.0,8,19000
5178,Maruti Swift Dzire VXi,2012,85.8,5.0,12,50000
5179,BMW 3 Series 320d Luxury Line,2015,190.0,5.0,9,47000
5180,Honda City ZX GXi,2007,78.0,5.0,17,75000
5181,Hyundai i10 Sportz 1.2 AT,2013,78.9,5.0,11,54534
5182,Ford Ecosport Signature Edition Diesel,2018,98.96,5.0,6,13000
5183,Maruti Celerio ZXI MT,2015,67.04,5.0,9,48808
5184,Maruti Ertiga VDI,2012,88.76,7.0,12,63001
5185,Toyota Innova 2.5 V Diesel 8-seater,2015,102.0,8.0,9,64771
5186,Honda City i VTEC SV,2016,117.3,5.0,8,34634
5187,Maruti Swift Dzire VXI,2012,85.8,5.0,12,69242
5188,Maruti Ritz LXi,2011,85.8,5.0,13,33292
5189,Hyundai i20 Sportz AT 1.4,2012,98.6,5.0,12,55000
5190,Hyundai i20 Active SX Dual Tone Petrol,2019,81.86,5.0,5,1000
5191,Honda City 1.5 E MT,2011,118.0,5.0,13,80000
5192,Porsche Cayenne S Diesel,2016,382.0,5.0,8,65003
5193,Honda Amaze VX i-VTEC,2019,86.7,5.0,5,16573
5194,Honda Civic 2006-2010 1.8 S AT,2008,130.0,5.0,16,152633
5195,Hyundai i20 Magna 1.2,2015,81.83,5.0,9,53000
5196,Hyundai Creta 1.6 CRDi SX,2017,126.2,5.0,7,50129
5197,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,174.33,5.0,11,63716
5198,Maruti Alto 800 2016-2019 LXI,2018,47.3,5.0,6,11000
5199,BMW X1 sDrive 20d Exclusive,2012,177.0,5.0,12,115000
5200,Hyundai i10 Magna,2013,78.9,5.0,11,63265
5201,Volkswagen Ameo 1.5 TDI Highline,2016,108.62,5.0,8,20000
5202,Volkswagen Polo Petrol Highline 1.2L,2010,73.9,5.0,14,79000
5203,Maruti Ciaz VXi Plus,2015,91.1,5.0,9,41000
5204,Volkswagen Polo GT TSI,2015,103.5,5.0,9,26323
5205,Hyundai Xcent 1.1 CRDi Base,2016,71.0,5.0,8,76000
5206,Honda Civic 2006-2010 1.8 S MT,2008,130.0,5.0,16,69972
5207,Honda City ZX GXi,2008,78.0,5.0,16,69000
5208,Mahindra Bolero ZLX,2016,62.1,7.0,8,65000
5209,Honda City i VTEC V,2016,117.3,5.0,8,29512
5210,Hyundai Xcent 1.2 CRDi S,2017,73.97,5.0,7,51000
5211,Renault Duster 110PS Diesel RxL,2014,108.45,5.0,10,58003
5212,Maruti A-Star AT VXI,2013,66.1,5.0,11,56500
5213,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,174.33,5.0,10,29063
5214,Mahindra XUV500 W8 2WD,2018,140.0,7.0,6,46811
5215,Renault Pulse Petrol RxZ,2014,74.96,5.0,10,31897
5216,BMW 3 Series 320d,2009,170.0,5.0,15,52100
5217,Toyota Innova Crysta 2.4 GX MT,2016,147.8,7.0,8,73000
5218,Honda City 1.5 S MT,2009,118.0,5.0,15,31423
5219,Maruti Swift VDI,2014,74.0,5.0,10,75180
5220,Renault Duster 110PS Diesel RxZ Plus,2013,108.45,5.0,11,75000
5221,Volkswagen Polo 1.2 MPI Comfortline,2014,74.0,5.0,10,15000
5222,Hyundai i20 Active 1.2 S,2015,81.86,5.0,9,12000
5223,BMW 5 Series 2013-2017 520d Luxury Line,2014,190.0,5.0,10,32000
5224,Maruti Swift Dzire LDI,2017,74.0,5.0,7,44504
5225,Mercedes-Benz M-Class ML 350 4Matic,2012,165.0,5.0,12,66000
5226,Maruti Swift LDI,2015,74.0,5.0,9,39437
5227,Hyundai Verna 1.6 CRDI AT SX Option,2017,126.2,5.0,7,36931
5228,Tata Nano XTA,2016,37.48,4.0,8,17800
5229,Maruti Swift Dzire LXi,2009,85.8,5.0,15,71346
5230,Hyundai i20 Asta Option 1.2,2015,81.83,5.0,9,45000
5231,Hyundai i20 1.2 Sportz,2010,80.0,5.0,14,85155
5232,Maruti Ciaz ZXi,2015,91.1,5.0,9,48823
5233,Land Rover Range Rover 2.2L Prestige,2015,187.7,5.0,9,37000
5234,Tata Indigo LX BSII,2005,70.0,5.0,19,92000
5235,Tata Zest Revotron 1.2T XM,2014,88.7,5.0,10,36000
5236,Mahindra XUV500 W10 1.99 mHawk,2016,140.0,7.0,8,24569
5237,Honda Accord 2.4 AT,2008,177.6,5.0,16,95000
5238,Tata Nano Twist XT,2015,37.5,4.0,9,25811
5239,Hyundai Elantra CRDi S,2015,126.2,5.0,9,65000
5240,Tata Indica V2 eLS,2017,69.0,5.0,7,100400
5241,Honda Amaze S i-Dtech,2014,98.6,5.0,10,76414
5242,Mahindra XUV500 W8 2WD,2012,140.0,7.0,12,82103
5243,BMW X3 xDrive 20d Expedition,2013,190.0,5.0,11,98000
5244,Hyundai Grand i10 1.2 Kappa Magna,2010,81.86,5.0,14,45252
5245,Maruti Baleno Zeta 1.2,2017,83.1,5.0,7,10300
5246,Hyundai Verna 1.6 CRDi AT SX,2016,126.2,5.0,8,42024
5247,Maruti Ertiga VDI,2018,88.5,7.0,6,51236
5248,Mini Cooper S Carbon Edition,2013,181.0,4.0,11,52000
5249,Maruti Ritz ZDi,2015,73.94,5.0,9,42894
5250,Skoda Laura L n K 1.9 PD AT,2011,106.0,5.0,13,68000
5251,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,89.84,5.0,10,69000
5252,Hyundai i20 2015-2017 Sportz 1.2,2017,81.83,5.0,7,10000
5253,Honda Brio E MT,2015,86.8,5.0,9,16000
5254,Honda Amaze S i-Dtech,2013,98.6,5.0,11,46992
5255,BMW 5 Series 2003-2012 520d,2010,177.0,5.0,14,170000
5256,Audi Q7 3.0 TDI Quattro Premium Plus,2014,241.4,7.0,10,58000
5257,Hyundai Grand i10 CRDi Magna,2015,70.0,5.0,9,50000
5258,Nissan Micra Diesel XV,2011,63.1,5.0,13,39010
5259,Hyundai Grand i10 Sportz,2016,82.0,5.0,8,26946
5260,Hyundai EON Era,2015,55.2,5.0,9,28700
5261,Mercedes-Benz New C-Class C250 Avantgarde,2011,186.0,5.0,13,60000
5262,Land Rover Range Rover 2.2L Pure,2014,187.7,5.0,10,38999
5263,Mahindra Ssangyong Rexton RX7,2016,184.0,7.0,8,39000
5264,Maruti Ciaz 1.4 Delta,2018,91.1,5.0,6,7784
5265,Mercedes-Benz R-Class R350 4Matic Long,2014,272.0,7.0,10,45710
5266,Maruti Dzire AMT VXI,2017,81.8,5.0,7,42000
5267,Land Rover Range Rover Vogue SE 4.4 SDV8,2013,335.3,5.0,11,75995
5268,Renault Duster 110PS Diesel RxZ,2013,108.45,5.0,11,57000
5269,Hyundai Verna 1.6 SX,2013,126.32,5.0,11,85350
5270,Toyota Corolla Altis 1.8 VL CVT,2016,138.03,5.0,8,82725
5271,BMW 3 Series Sport,2016,190.0,5.0,8,19000
5272,Ford EcoSport 1.5 Ti VCT MT Signature,2018,110.4,5.0,6,13900
5273,Maruti Swift VDI BSIV,2014,74.0,5.0,10,108000
5274,Hyundai Santa Fe 4x4 AT,2016,194.3,7.0,8,36000
5275,Tata Indica V2 DLS,2013,53.5,5.0,11,62188
5276,Hyundai Grand i10 CRDi Sportz,2015,70.0,5.0,9,58397
5277,Maruti Wagon R VXI AMT,2016,67.0,5.0,8,30000
5278,Mahindra XUV500 W10 2WD,2018,140.0,7.0,6,29907
5279,Audi A4 2.0 TDI,2009,147.51,5.0,15,46000
5280,Volkswagen Vento Diesel Highline,2012,103.6,5.0,12,65000
5281,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,88.5,5.0,8,22000
5282,Maruti Zen LX,2002,60.0,5.0,22,99024
5283,Hyundai i10 Era,2016,68.05,5.0,8,34952
5284,Honda WR-V Edge Edition i-VTEC S,2019,88.7,5.0,5,13913
5285,Honda City i DTEC VX,2014,98.6,5.0,10,71000
5286,Toyota Fortuner 4x2 4 Speed AT,2012,169.0,7.0,12,97000
5287,Mahindra XUV500 AT W10 FWD,2017,140.0,7.0,7,21000
5288,Ford Figo Diesel ZXI,2012,68.05,5.0,12,110438
5289,Honda Jazz 1.2 V CVT i VTEC,2017,88.7,5.0,7,66507
5290,Ford Endeavour 3.2 Titanium AT 4X4,2017,197.0,7.0,7,54650
5291,Nissan Sunny XL CVT,2014,99.6,5.0,10,32000
5292,Skoda Octavia Ambiente 1.9 TDI MT,2011,66.0,5.0,13,75378
5293,Chevrolet Beat Diesel LT,2012,57.6,5.0,12,82697
5294,Toyota Camry W2 (AT),2009,164.7,5.0,15,135000
5295,Renault Duster 110PS Diesel RxZ,2012,108.45,5.0,12,149000
5296,Mercedes-Benz GLA Class 200 d Style,2016,136.0,5.0,8,26212
5297,Tata Zest Revotron 1.2T XMS,2014,88.7,5.0,10,23500
5298,Hyundai i20 1.2 Magna,2013,80.0,5.0,11,56127
5299,Maruti Wagon R VXI AMT1.2,2015,81.8,5.0,9,26000
5300,Hyundai Xcent 1.2 CRDi S,2016,73.97,5.0,8,26000
5301,Honda City 1.5 S MT,2009,118.0,5.0,15,42000
5302,Hyundai Accent GLE,2001,94.0,5.0,23,130000
5303,Hyundai Verna Xi (Petrol),2009,103.2,5.0,15,137148
